,Dom_Ext,CLB_Nb_jours,ADV_Nb_jours,Écart_Série_vic,Écart_Série_vic_5,Écart_Série_vic_3,Écart_Série_vic_1,Écart_Buts_diff,Écart_Buts_diff_5,Écart_Buts_diff_3,Écart_Buts_diff_1,Écart_Buts_pour,Écart_Buts_pour_5,Écart_Buts_pour_3,Écart_Buts_pour_1,Écart_Buts_contre,Écart_Buts_contre_5,Écart_Buts_contre_3,Écart_Buts_contre_1,Écart_Activité_att_5,Écart_Activité_att_3,Écart_Activité_att_1,Écart_Activité_def_5,Écart_Activité_def_3,Écart_Activité_def_1,Écart_Arrêts_5,Écart_Arrêts_3,Écart_Arrêts_1,Écart_Fautes_5,Écart_Fautes_3,Écart_Fautes_1,Écart_Passes_5,Écart_Passes_3,Écart_Passes_1,Écart_Tirs_5,Écart_Tirs_3,Écart_Tirs_1,[Résultat],[CLB_Buts],[ADV_Buts]
851,0.0,12.0,12.0,3.0,1.0,0.0,-1.0,4,0,-5,-8,4,2,0,-3,0,-2,-5,-5,-312.0,-157.0,-24.0,-9.0,70.0,-32.0,3.0,-3.0,-1.0,5.0,7.0,0.0,-11.0,-9.0,-7.0,21.0,29.0,10.0,0.0,1,3
852,1.0,13.0,13.0,-2.0,0.0,1.0,0.0,-18,-1,5,0,-16,-6,-1,0,-2,5,6,0,111.0,17.0,27.0,-94.0,25.0,-97.0,2.0,4.0,7.0,0.0,-1.0,2.0,-12.0,0.0,1.0,-11.0,-14.0,-13.0,1.0,2,1
853,0.0,13.0,13.0,2.0,0.0,-1.0,0.0,18,1,-5,0,16,6,1,0,2,-5,-6,0,-111.0,-17.0,-27.0,94.0,-25.0,97.0,-2.0,-4.0,-7.0,0.0,1.0,-2.0,12.0,0.0,-1.0,11.0,14.0,13.0,0.0,1,2
854,1.0,20.0,14.0,1.0,0.0,0.0,0.0,13,4,1,0,6,5,2,1,7,-1,-1,-1,181.0,59.0,11.0,231.0,218.0,123.0,11.0,8.0,0.0,5.0,1.0,0.0,11.0,12.0,2.0,5.0,-10.0,-6.0,1.0,4,1
855,0.0,14.0,20.0,-1.0,0.0,0.0,0.0,-13,-4,-1,0,-6,-5,-2,-1,-7,1,1,1,-181.0,-59.0,-11.0,-231.0,-218.0,-123.0,-11.0,-8.0,0.0,-5.0,-1.0,0.0,-11.0,-12.0,-2.0,-5.0,10.0,6.0,0.0,1,4
856,1.0,21.0,13.0,0.0,0.0,0.0,0.0,-6,-1,0,0,3,2,3,1,-9,-3,-3,-1,240.0,114.0,19.0,298.0,350.0,143.0,-10.0,-10.0,-2.0,4.0,2.0,1.0,4.0,9.0,10.0,5.0,-8.0,4.0,1.0,2,0
857,0.0,13.0,21.0,0.0,0.0,0.0,0.0,6,1,0,0,-3,-2,-3,-1,9,3,3,1,-240.0,-114.0,-19.0,-298.0,-350.0,-143.0,10.0,10.0,2.0,-4.0,-2.0,-1.0,-4.0,-9.0,-10.0,-5.0,8.0,-4.0,0.0,0,2
860,1.0,29.0,13.0,3.0,2.0,2.0,0.0,13,2,5,1,5,3,2,0,8,-1,3,1,-241.0,-127.0,-37.0,-81.0,80.0,77.0,-6.0,-10.0,-2.0,1.0,7.0,-1.0,-11.0,-4.0,6.0,-9.0,8.0,-7.0,1.0,1,0
861,0.0,13.0,29.0,-3.0,-2.0,-2.0,0.0,-13,-2,-5,-1,-5,-3,-2,0,-8,1,-3,-1,241.0,127.0,37.0,81.0,-80.0,-77.0,6.0,10.0,2.0,-1.0,-7.0,1.0,11.0,4.0,-6.0,9.0,-8.0,7.0,0.0,0,1
862,1.0,14.0,20.0,4.0,2.0,2.0,0.0,14,10,4,-1,12,6,1,0,2,4,3,-1,189.0,-36.0,31.0,732.0,405.0,72.0,-7.0,-5.0,0.0,-6.0,-5.0,-1.0,35.0,27.0,1.0,4.0,-3.0,0.0,1.0,3,0
863,0.0,20.0,14.0,-4.0,-2.0,-2.0,0.0,-14,-10,-4,1,-12,-6,-1,0,-2,-4,-3,1,-189.0,36.0,-31.0,-732.0,-405.0,-72.0,7.0,5.0,0.0,6.0,5.0,1.0,-35.0,-27.0,-1.0,-4.0,3.0,0.0,0.0,0,3
864,1.0,14.0,14.0,-1.0,0.0,0.0,0.0,-2,6,2,0,0,1,0,0,-2,5,2,0,-28.0,-1.0,32.0,193.0,297.0,-4.0,5.0,1.0,1.0,-7.0,-5.0,-1.0,17.0,8.0,0.0,-9.0,-4.0,-3.0,1.0,4,0
865,0.0,14.0,14.0,1.0,0.0,0.0,0.0,2,-6,-2,0,0,-1,0,0,2,-5,-2,0,28.0,1.0,-32.0,-193.0,-297.0,4.0,-5.0,-1.0,-1.0,7.0,5.0,1.0,-17.0,-8.0,0.0,9.0,4.0,3.0,0.0,0,4
866,1.0,14.0,14.0,2.0,2.0,1.0,1.0,5,1,-1,2,0,-1,-1,1,5,2,0,1,-238.0,-103.0,-47.0,-217.0,-62.0,-36.0,6.0,7.0,1.0,-2.0,-2.0,-1.0,-11.0,-3.0,-4.0,4.0,-4.0,-7.0,1.0,2,0
867,0.0,14.0,14.0,-2.0,-2.0,-1.0,-1.0,-5,-1,1,-2,0,1,1,-1,-5,-2,0,-1,238.0,103.0,47.0,217.0,62.0,36.0,-6.0,-7.0,-1.0,2.0,2.0,1.0,11.0,3.0,4.0,-4.0,4.0,7.0,0.0,0,2
868,1.0,20.0,21.0,-6.0,-3.0,-2.0,0.0,-26,-14,-9,1,-22,-9,-8,-1,-4,-5,-1,2,-72.0,-28.0,-36.0,-285.0,-121.0,-18.0,13.0,7.0,0.0,-2.0,-2.0,-1.0,-62.0,-41.0,-13.0,-18.0,-6.0,6.0,0.0,0,2
869,0.0,21.0,20.0,6.0,3.0,2.0,0.0,26,14,9,-1,22,9,8,1,4,5,1,-2,72.0,28.0,36.0,285.0,121.0,18.0,-13.0,-7.0,0.0,2.0,2.0,1.0,62.0,41.0,13.0,18.0,6.0,-6.0,1.0,2,0
870,1.0,14.0,14.0,2.0,1.0,1.0,1.0,6,0,4,4,10,8,6,4,-4,-8,-2,0,595.0,387.0,157.0,18.0,54.0,-16.0,0.0,-5.0,0.0,-4.0,-4.0,-3.0,24.0,18.0,0.0,-25.0,-15.0,-14.0,1.0,3,0
871,0.0,14.0,14.0,-2.0,-1.0,-1.0,-1.0,-6,0,-4,-4,-10,-8,-6,-4,4,8,2,0,-595.0,-387.0,-157.0,-18.0,-54.0,16.0,0.0,5.0,0.0,4.0,4.0,3.0,-24.0,-18.0,0.0,25.0,15.0,14.0,0.0,0,3
872,1.0,14.0,13.0,-5.0,-3.0,-3.0,-1.0,-14,-9,-7,-2,-14,-4,-4,-1,0,-5,-3,-1,-272.0,-274.0,-66.0,-528.0,-340.0,-9.0,0.0,3.0,0.0,-8.0,-7.0,-1.0,-37.0,-30.0,-15.0,-28.0,-24.0,-17.0,0.0,0,4
873,0.0,13.0,14.0,5.0,3.0,3.0,1.0,14,9,7,2,14,4,4,1,0,5,3,1,272.0,274.0,66.0,528.0,340.0,9.0,0.0,-3.0,0.0,8.0,7.0,1.0,37.0,30.0,15.0,28.0,24.0,17.0,1.0,4,0
874,1.0,14.0,14.0,-5.0,-2.0,-2.0,-1.0,-25,-10,-8,-4,-20,-6,-4,-2,-5,-4,-4,-2,-439.0,-295.0,-186.0,-642.0,-399.0,-83.0,1.0,-4.0,2.0,-1.0,-1.0,0.0,-49.0,-22.0,-5.0,-35.0,-16.0,-16.0,0.0,0,3
875,0.0,14.0,14.0,5.0,2.0,2.0,1.0,25,10,8,4,20,6,4,2,5,4,4,2,439.0,295.0,186.0,642.0,399.0,83.0,-1.0,4.0,-2.0,1.0,1.0,0.0,49.0,22.0,5.0,35.0,16.0,16.0,1.0,3,0
876,1.0,14.0,14.0,3.0,1.0,1.0,0.0,29,12,8,4,27,11,6,3,2,1,2,1,166.0,32.0,-61.0,441.0,289.0,133.0,7.0,4.0,1.0,-1.0,-2.0,-2.0,31.0,15.0,10.0,2.0,-2.0,-9.0,1.0,4,1
877,0.0,14.0,14.0,-3.0,-1.0,-1.0,0.0,-29,-12,-8,-4,-27,-11,-6,-3,-2,-1,-2,-1,-166.0,-32.0,61.0,-441.0,-289.0,-133.0,-7.0,-4.0,-1.0,1.0,2.0,2.0,-31.0,-15.0,-10.0,-2.0,2.0,9.0,0.0,1,4
878,1.0,13.0,20.0,0.0,-1.0,0.0,0.0,-5,-10,-4,-2,-10,-11,-4,-1,5,1,0,-1,557.0,396.0,56.0,425.0,207.0,10.0,-10.0,-4.0,-1.0,-5.0,-2.0,-2.0,-6.0,6.0,-5.0,10.0,20.0,0.0,1.0,2,1
879,0.0,20.0,13.0,0.0,1.0,0.0,0.0,5,10,4,2,10,11,4,1,-5,-1,0,1,-557.0,-396.0,-56.0,-425.0,-207.0,-10.0,10.0,4.0,1.0,5.0,2.0,2.0,6.0,-6.0,5.0,-10.0,-20.0,0.0,0.0,1,2
880,1.0,21.0,21.0,-2.0,-1.0,-1.0,0.0,1,1,-2,-1,-6,-5,-4,-1,7,6,2,0,-243.0,-212.0,-40.0,-123.0,27.0,62.0,4.0,-1.0,-1.0,1.0,0.0,1.0,-7.0,-7.0,7.0,-16.0,-5.0,8.0,0.0,2,4
881,0.0,21.0,21.0,2.0,1.0,1.0,0.0,-1,-1,2,1,6,5,4,1,-7,-6,-2,0,243.0,212.0,40.0,123.0,-27.0,-62.0,-4.0,1.0,1.0,-1.0,0.0,-1.0,7.0,7.0,-7.0,16.0,5.0,-8.0,1.0,4,2
882,1.0,13.0,14.0,2.0,1.0,0.0,0.0,16,5,0,0,12,4,1,0,4,1,-1,0,98.0,56.0,0.0,274.0,166.0,84.0,1.0,2.0,1.0,2.0,4.0,1.0,38.0,26.0,-5.0,-9.0,-10.0,-13.0,1.0,4,1
883,0.0,14.0,13.0,-2.0,-1.0,0.0,0.0,-16,-5,0,0,-12,-4,-1,0,-4,-1,1,0,-98.0,-56.0,0.0,-274.0,-166.0,-84.0,-1.0,-2.0,-1.0,-2.0,-4.0,-1.0,-38.0,-26.0,5.0,9.0,10.0,13.0,0.0,1,4
884,1.0,14.0,13.0,2.0,-1.0,0.0,-1.0,-4,-10,-4,-3,-7,-8,-1,-2,3,-2,-3,-1,-157.0,-91.0,-61.0,-87.0,-251.0,-31.0,-4.0,0.0,-2.0,7.0,5.0,-4.0,37.0,23.0,8.0,-3.0,-14.0,-8.0,1.0,2,1
885,0.0,13.0,14.0,-2.0,1.0,0.0,1.0,4,10,4,3,7,8,1,2,-3,2,3,1,157.0,91.0,61.0,87.0,251.0,31.0,4.0,0.0,2.0,-7.0,-5.0,4.0,-37.0,-23.0,-8.0,3.0,14.0,8.0,0.0,1,2
886,1.0,14.0,15.0,-2.0,-2.0,-2.0,-1.0,-9,-7,-6,-4,-3,0,0,-1,-6,-7,-6,-3,347.0,99.0,28.0,-121.0,-10.0,51.0,2.0,8.0,3.0,-1.0,0.0,-1.0,3.0,-1.0,-1.0,4.0,5.0,-4.0,1.0,2,1
887,0.0,15.0,14.0,2.0,2.0,2.0,1.0,9,7,6,4,3,0,0,1,6,7,6,3,-347.0,-99.0,-28.0,121.0,10.0,-51.0,-2.0,-8.0,-3.0,1.0,0.0,1.0,-3.0,1.0,1.0,-4.0,-5.0,4.0,0.0,1,2
888,1.0,13.0,14.0,-1.0,-1.0,1.0,-1.0,-4,0,4,-4,-1,-2,0,-3,-3,2,4,-1,-228.0,-161.0,-75.0,-135.0,-168.0,-84.0,-1.0,-2.0,2.0,-2.0,1.0,0.0,7.0,0.0,-6.0,6.0,-11.0,-11.0,1.0,3,1
889,0.0,14.0,13.0,1.0,1.0,-1.0,1.0,4,0,-4,4,1,2,0,3,3,-2,-4,1,228.0,161.0,75.0,135.0,168.0,84.0,1.0,2.0,-2.0,2.0,-1.0,0.0,-7.0,0.0,6.0,-6.0,11.0,11.0,0.0,1,3
890,1.0,20.0,13.0,4.0,3.0,1.0,0.0,22,8,1,0,14,5,1,1,8,3,0,-1,162.0,82.0,-22.0,597.0,307.0,140.0,-7.0,-1.0,0.0,3.0,2.0,1.0,13.0,-5.0,2.0,17.0,12.0,20.0,1.0,2,1
891,0.0,13.0,20.0,-4.0,-3.0,-1.0,0.0,-22,-8,-1,0,-14,-5,-1,-1,-8,-3,0,1,-162.0,-82.0,22.0,-597.0,-307.0,-140.0,7.0,1.0,0.0,-3.0,-2.0,-1.0,-13.0,5.0,-2.0,-17.0,-12.0,-20.0,0.0,1,2
892,1.0,14.0,15.0,-2.0,-1.0,0.0,0.0,-10,-5,-3,-1,-8,-5,-2,0,-2,0,-1,-1,12.0,-28.0,-19.0,-281.0,-196.0,-48.0,3.0,-4.0,1.0,-9.0,-4.0,-2.0,-17.0,-6.0,-6.0,-12.0,-9.0,-9.0,1.0,3,2
893,0.0,15.0,14.0,2.0,1.0,0.0,0.0,10,5,3,1,8,5,2,0,2,0,1,1,-12.0,28.0,19.0,281.0,196.0,48.0,-3.0,4.0,-1.0,9.0,4.0,2.0,17.0,6.0,6.0,12.0,9.0,9.0,0.0,2,3
894,1.0,15.0,15.0,2.0,2.0,2.0,1.0,-3,2,5,3,-1,2,3,3,-2,0,2,0,558.0,412.0,183.0,-295.0,-283.0,-89.0,-3.0,2.0,0.0,2.0,1.0,0.0,-9.0,-7.0,-4.0,-10.0,-11.0,-13.0,0.0,0,1
895,0.0,15.0,15.0,-2.0,-2.0,-2.0,-1.0,3,-2,-5,-3,1,-2,-3,-3,2,0,-2,0,-558.0,-412.0,-183.0,295.0,283.0,89.0,3.0,-2.0,0.0,-2.0,-1.0,0.0,9.0,7.0,4.0,10.0,11.0,13.0,1.0,1,0
896,1.0,14.0,14.0,-2.0,-1.0,0.0,0.0,-11,-1,-1,1,-1,0,2,1,-10,-1,-3,0,-239.0,-198.0,-94.0,393.0,316.0,36.0,-5.0,-4.0,-2.0,-3.0,-3.0,-3.0,-13.0,-15.0,-5.0,6.0,-1.0,-6.0,0.0,1,2
897,0.0,14.0,14.0,2.0,1.0,0.0,0.0,11,1,1,-1,1,0,-2,-1,10,1,3,0,239.0,198.0,94.0,-393.0,-316.0,-36.0,5.0,4.0,2.0,3.0,3.0,3.0,13.0,15.0,5.0,-6.0,1.0,6.0,1.0,2,1
898,1.0,15.0,14.0,-3.0,0.0,-1.0,0.0,-13,2,-2,1,-11,1,0,0,-2,1,-2,1,-60.0,-119.0,-27.0,-5.0,-228.0,-141.0,10.0,7.0,2.0,-6.0,0.0,1.0,-14.0,-8.0,-3.0,-15.0,-18.0,-18.0,1.0,3,2
899,0.0,14.0,15.0,3.0,0.0,1.0,0.0,13,-2,2,-1,11,-1,0,0,2,-1,2,-1,60.0,119.0,27.0,5.0,228.0,141.0,-10.0,-7.0,-2.0,6.0,0.0,-1.0,14.0,8.0,3.0,15.0,18.0,18.0,0.0,2,3
900,1.0,21.0,14.0,0.0,1.0,0.0,0.0,6,4,-3,0,7,3,0,0,-1,1,-3,0,-119.0,-99.0,-45.0,53.0,44.0,-37.0,-2.0,0.0,1.0,3.0,4.0,2.0,-13.0,5.0,7.0,-14.0,-12.0,-13.0,0.0,0,1
901,0.0,14.0,21.0,0.0,-1.0,0.0,0.0,-6,-4,3,0,-7,-3,0,0,1,-1,3,0,119.0,99.0,45.0,-53.0,-44.0,37.0,2.0,0.0,-1.0,-3.0,-4.0,-2.0,13.0,-5.0,-7.0,14.0,12.0,13.0,1.0,1,0
902,1.0,15.0,15.0,3.0,2.0,2.0,0.0,12,4,5,-1,2,-1,1,-2,10,5,4,1,-72.0,52.0,36.0,-616.0,-422.0,-220.0,4.0,-1.0,1.0,2.0,0.0,-2.0,19.0,5.0,-7.0,0.0,-10.0,-14.0,1.0,2,0
903,0.0,15.0,15.0,-3.0,-2.0,-2.0,0.0,-12,-4,-5,1,-2,1,-1,2,-10,-5,-4,-1,72.0,-52.0,-36.0,616.0,422.0,220.0,-4.0,1.0,-1.0,-2.0,0.0,2.0,-19.0,-5.0,7.0,0.0,10.0,14.0,0.0,0,2
904,1.0,15.0,15.0,-5.0,-2.0,-2.0,-1.0,-23,-10,-10,-4,-20,-11,-8,-3,-3,1,-2,-1,4.0,-44.0,-1.0,-415.0,-241.0,-97.0,-3.0,-2.0,-1.0,-4.0,-3.0,-1.0,-2.0,-7.0,5.0,-12.0,-22.0,-11.0,0.0,0,2
905,0.0,15.0,15.0,5.0,2.0,2.0,1.0,23,10,10,4,20,11,8,3,3,-1,2,1,-4.0,44.0,1.0,415.0,241.0,97.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,7.0,-5.0,12.0,22.0,11.0,1.0,2,0
906,1.0,14.0,15.0,2.0,0.0,0.0,0.0,8,-1,3,2,6,4,4,1,2,-5,-1,1,-325.0,-196.0,-3.0,-83.0,125.0,131.0,6.0,5.0,-2.0,3.0,2.0,0.0,-6.0,-11.0,2.0,-13.0,-12.0,-6.0,1.0,2,0
907,0.0,15.0,14.0,-2.0,0.0,0.0,0.0,-8,1,-3,-2,-6,-4,-4,-1,-2,5,1,-1,325.0,196.0,3.0,83.0,-125.0,-131.0,-6.0,-5.0,2.0,-3.0,-2.0,0.0,6.0,11.0,-2.0,13.0,12.0,6.0,0.0,0,2
908,1.0,16.0,15.0,-5.0,-2.0,-2.0,0.0,-14,-9,-8,0,-11,-7,-6,0,-3,-2,-2,0,-472.0,-251.0,-87.0,88.0,106.0,-31.0,1.0,2.0,0.0,2.0,3.0,0.0,-7.0,-4.0,-4.0,19.0,13.0,0.0,1.0,4,0
909,0.0,15.0,16.0,5.0,2.0,2.0,0.0,14,9,8,0,11,7,6,0,3,2,2,0,472.0,251.0,87.0,-88.0,-106.0,31.0,-1.0,-2.0,0.0,-2.0,-3.0,0.0,7.0,4.0,4.0,-19.0,-13.0,0.0,0.0,0,4
910,1.0,14.0,14.0,0.0,-2.0,0.0,0.0,-17,-12,-2,-2,3,-2,0,-1,-20,-10,-2,-1,117.0,14.0,-36.0,219.0,137.0,66.0,12.0,6.0,3.0,-7.0,-5.0,-3.0,10.0,8.0,-2.0,-4.0,-1.0,-5.0,0.0,0,2
911,0.0,14.0,14.0,0.0,2.0,0.0,0.0,17,12,2,2,-3,2,0,1,20,10,2,1,-117.0,-14.0,36.0,-219.0,-137.0,-66.0,-12.0,-6.0,-3.0,7.0,5.0,3.0,-10.0,-8.0,2.0,4.0,1.0,5.0,1.0,2,0
912,1.0,20.0,21.0,5.0,2.0,1.0,1.0,11,0,0,2,7,0,3,1,4,0,-3,1,-774.0,-446.0,-109.0,-411.0,-319.0,-64.0,-3.0,1.0,-1.0,3.0,3.0,-2.0,-9.0,-16.0,3.0,-12.0,-9.0,0.0,1.0,2,0
913,0.0,21.0,20.0,-5.0,-2.0,-1.0,-1.0,-11,0,0,-2,-7,0,-3,-1,-4,0,3,-1,774.0,446.0,109.0,411.0,319.0,64.0,3.0,-1.0,1.0,-3.0,-3.0,2.0,9.0,16.0,-3.0,12.0,9.0,0.0,0.0,0,2
914,1.0,30.0,3.0,0.0,0.0,-1.0,0.0,-2,-1,-5,-1,-4,-4,-5,-2,2,3,0,1,-586.0,-360.0,-113.0,92.0,48.0,5.0,5.0,6.0,2.0,-8.0,-7.0,-4.0,5.0,0.0,2.0,-13.0,-10.0,1.0,1.0,3,0
915,0.0,3.0,30.0,0.0,0.0,1.0,0.0,2,1,5,1,4,4,5,2,-2,-3,0,-1,586.0,360.0,113.0,-92.0,-48.0,-5.0,-5.0,-6.0,-2.0,8.0,7.0,4.0,-5.0,0.0,-2.0,13.0,10.0,-1.0,0.0,0,3
916,1.0,15.0,16.0,-3.0,0.0,0.0,0.0,-14,-2,-2,0,-3,0,-1,-1,-11,-2,-1,1,1.0,2.0,-70.0,-579.0,-403.0,-153.0,11.0,9.0,5.0,-2.0,-2.0,1.0,-7.0,-13.0,-6.0,-6.0,-10.0,-10.0,0.0,2,3
917,0.0,16.0,15.0,3.0,0.0,0.0,0.0,14,2,2,0,3,0,1,1,11,2,1,-1,-1.0,-2.0,70.0,579.0,403.0,153.0,-11.0,-9.0,-5.0,2.0,2.0,-1.0,7.0,13.0,6.0,6.0,10.0,10.0,1.0,3,2
918,1.0,15.0,21.0,-3.0,-3.0,-1.0,0.0,-20,-20,-6,-1,-11,-8,-4,1,-9,-12,-2,-2,-68.0,-2.0,45.0,-105.0,-69.0,16.0,-2.0,1.0,-1.0,1.0,1.0,0.0,-1.0,-5.0,-4.0,-23.0,-18.0,0.0,1.0,5,0
919,0.0,21.0,15.0,3.0,3.0,1.0,0.0,20,20,6,1,11,8,4,-1,9,12,2,2,68.0,2.0,-45.0,105.0,69.0,-16.0,2.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,5.0,4.0,23.0,18.0,0.0,0.0,0,5
920,1.0,6.0,6.0,-1.0,0.0,1.0,0.0,6,6,7,2,10,6,4,1,-4,0,3,1,169.0,124.0,44.0,364.0,287.0,128.0,4.0,-1.0,-1.0,3.0,2.0,0.0,-9.0,-3.0,-2.0,-2.0,-5.0,-13.0,1.0,1,0
921,0.0,6.0,6.0,1.0,0.0,-1.0,0.0,-6,-6,-7,-2,-10,-6,-4,-1,4,0,-3,-1,-169.0,-124.0,-44.0,-364.0,-287.0,-128.0,-4.0,1.0,1.0,-3.0,-2.0,0.0,9.0,3.0,2.0,2.0,5.0,13.0,0.0,0,1
922,1.0,7.0,5.0,-1.0,0.0,0.0,-1.0,0,0,-3,-8,-3,-3,-3,-4,3,3,0,-4,-13.0,108.0,-10.0,-582.0,-326.0,-54.0,2.0,-1.0,4.0,4.0,2.0,1.0,-4.0,-10.0,-3.0,12.0,10.0,-12.0,0.0,1,2
923,0.0,5.0,7.0,1.0,0.0,0.0,1.0,0,0,3,8,3,3,3,4,-3,-3,0,4,13.0,-108.0,10.0,582.0,326.0,54.0,-2.0,1.0,-4.0,-4.0,-2.0,-1.0,4.0,10.0,3.0,-12.0,-10.0,12.0,1.0,2,1
924,1.0,5.0,6.0,-3.0,-3.0,-2.0,0.0,-15,-13,-7,0,-13,-10,-4,0,-2,-3,-3,0,324.0,262.0,78.0,60.0,237.0,120.0,-2.0,1.0,2.0,-1.0,-1.0,0.0,10.0,12.0,7.0,-8.0,-10.0,-8.0,1.0,3,0
925,0.0,6.0,5.0,3.0,3.0,2.0,0.0,15,13,7,0,13,10,4,0,2,3,3,0,-324.0,-262.0,-78.0,-60.0,-237.0,-120.0,2.0,-1.0,-2.0,1.0,1.0,0.0,-10.0,-12.0,-7.0,8.0,10.0,8.0,0.0,0,3
926,1.0,22.0,28.0,1.0,0.0,0.0,0.0,-5,-8,-5,0,-7,-7,-4,0,2,-1,-1,0,-126.0,-150.0,-52.0,-275.0,-129.0,-99.0,16.0,7.0,5.0,-3.0,-3.0,-4.0,-30.0,-25.0,-25.0,-29.0,-10.0,-3.0,0.0,0,1
927,0.0,28.0,22.0,-1.0,0.0,0.0,0.0,5,8,5,0,7,7,4,0,-2,1,1,0,126.0,150.0,52.0,275.0,129.0,99.0,-16.0,-7.0,-5.0,3.0,3.0,4.0,30.0,25.0,25.0,29.0,10.0,3.0,1.0,1,0
928,1.0,7.0,7.0,-3.0,-2.0,-2.0,-1.0,-13,-10,-6,-3,-5,-3,-3,0,-8,-7,-3,-3,-201.0,-113.0,-26.0,-169.0,-96.0,26.0,11.0,5.0,3.0,-13.0,-8.0,-4.0,-17.0,-11.0,-3.0,-8.0,-6.0,-6.0,1.0,2,1
929,0.0,7.0,7.0,3.0,2.0,2.0,1.0,13,10,6,3,5,3,3,0,8,7,3,3,201.0,113.0,26.0,169.0,96.0,-26.0,-11.0,-5.0,-3.0,13.0,8.0,4.0,17.0,11.0,3.0,8.0,6.0,6.0,0.0,1,2
932,1.0,21.0,6.0,6.0,3.0,1.0,0.0,11,5,0,-3,10,2,-2,-2,1,3,2,-1,335.0,116.0,87.0,-328.0,-71.0,37.0,-3.0,-5.0,-4.0,-2.0,-3.0,0.0,18.0,10.0,-1.0,-25.0,0.0,-2.0,1.0,2,0
933,0.0,6.0,21.0,-6.0,-3.0,-1.0,0.0,-11,-5,0,3,-10,-2,2,2,-1,-3,-2,1,-335.0,-116.0,-87.0,328.0,71.0,-37.0,3.0,5.0,4.0,2.0,3.0,0.0,-18.0,-10.0,1.0,25.0,0.0,2.0,0.0,0,2
934,1.0,20.0,35.0,-1.0,0.0,0.0,0.0,-7,0,4,0,-5,-4,-3,-1,-2,4,7,1,-748.0,-467.0,-196.0,243.0,189.0,-65.0,1.0,-4.0,0.0,0.0,3.0,-1.0,-3.0,0.0,-8.0,-25.0,-16.0,-13.0,1.0,2,1
935,0.0,35.0,20.0,1.0,0.0,0.0,0.0,7,0,-4,0,5,4,3,1,2,-4,-7,-1,748.0,467.0,196.0,-243.0,-189.0,65.0,-1.0,4.0,0.0,0.0,-3.0,1.0,3.0,0.0,8.0,25.0,16.0,13.0,0.0,1,2
936,1.0,7.0,6.0,-1.0,-2.0,-1.0,-1.0,-2,-6,-4,-5,-6,-8,-5,-1,4,2,1,-4,-142.0,-73.0,-45.0,-255.0,-246.0,-183.0,-7.0,0.0,-3.0,-4.0,-7.0,-2.0,-24.0,-13.0,-8.0,-2.0,0.0,-13.0,0.0,0,3
937,0.0,6.0,7.0,1.0,2.0,1.0,1.0,2,6,4,5,6,8,5,1,-4,-2,-1,4,142.0,73.0,45.0,255.0,246.0,183.0,7.0,0.0,3.0,4.0,7.0,2.0,24.0,13.0,8.0,2.0,0.0,13.0,1.0,3,0
938,1.0,7.0,21.0,3.0,0.0,0.0,0.0,17,4,1,2,14,4,1,3,3,0,0,-1,268.0,143.0,116.0,553.0,301.0,108.0,-1.0,3.0,3.0,7.0,5.0,1.0,42.0,27.0,14.0,35.0,26.0,16.0,1.0,1,0
939,0.0,21.0,7.0,-3.0,0.0,0.0,0.0,-17,-4,-1,-2,-14,-4,-1,-3,-3,0,0,1,-268.0,-143.0,-116.0,-553.0,-301.0,-108.0,1.0,-3.0,-3.0,-7.0,-5.0,-1.0,-42.0,-27.0,-14.0,-35.0,-26.0,-16.0,0.0,0,1
940,1.0,20.0,6.0,5.0,2.0,0.0,0.0,29,12,5,2,13,6,2,0,16,6,3,2,63.0,24.0,3.0,482.0,310.0,134.0,-2.0,2.0,0.0,0.0,-2.0,-1.0,49.0,36.0,15.0,24.0,13.0,8.0,1.0,3,2
941,0.0,6.0,20.0,-5.0,-2.0,0.0,0.0,-29,-12,-5,-2,-13,-6,-2,0,-16,-6,-3,-2,-63.0,-24.0,-3.0,-482.0,-310.0,-134.0,2.0,-2.0,0.0,0.0,2.0,1.0,-49.0,-36.0,-15.0,-24.0,-13.0,-8.0,0.0,2,3
942,1.0,7.0,7.0,-3.0,0.0,1.0,0.0,-1,1,4,2,-1,-2,0,0,0,3,4,2,-208.0,-113.0,11.0,-6.0,144.0,44.0,3.0,-2.0,-3.0,1.0,3.0,5.0,1.0,1.0,-5.0,-19.0,-5.0,0.0,1.0,2,1
943,0.0,7.0,7.0,3.0,0.0,-1.0,0.0,1,-1,-4,-2,1,2,0,0,0,-3,-4,-2,208.0,113.0,-11.0,6.0,-144.0,-44.0,-3.0,2.0,3.0,-1.0,-3.0,-5.0,-1.0,-1.0,5.0,19.0,5.0,0.0,0.0,1,2
944,1.0,6.0,5.0,2.0,2.0,1.0,1.0,5,4,0,2,0,-2,-1,0,5,6,1,2,-89.0,-75.0,-58.0,372.0,119.0,83.0,-1.0,6.0,2.0,12.0,8.0,5.0,11.0,5.0,2.0,-7.0,-16.0,-15.0,0.0,0,2
