,Dom_Ext,CLB_Nb_jours,ADV_Nb_jours,Écart_Série_vic,Écart_Série_vic_5,Écart_Série_vic_3,Écart_Série_vic_1,Écart_Buts_diff,Écart_Buts_diff_5,Écart_Buts_diff_3,Écart_Buts_diff_1,Écart_Buts_pour,Écart_Buts_pour_5,Écart_Buts_pour_3,Écart_Buts_pour_1,Écart_Buts_contre,Écart_Buts_contre_5,Écart_Buts_contre_3,Écart_Buts_contre_1,Écart_Activité_att_5,Écart_Activité_att_3,Écart_Activité_att_1,Écart_Activité_def_5,Écart_Activité_def_3,Écart_Activité_def_1,Écart_Arrêts_5,Écart_Arrêts_3,Écart_Arrêts_1,Écart_Fautes_5,Écart_Fautes_3,Écart_Fautes_1,Écart_Passes_5,Écart_Passes_3,Écart_Passes_1,Écart_Tirs_5,Écart_Tirs_3,Écart_Tirs_1,[Résultat],[CLB_Buts],[ADV_Buts]
1675,0.0,13.0,6.0,7.0,2.0,3.0,1.0,19,6,10,3,12,0,3,2,7,6,7,1,326.0,99.0,20.0,481.0,254.0,34.0,-13.0,-4.0,1.0,3.0,0.0,-1.0,15.0,7.0,2.0,31.0,18.0,7.0,1.0,4,0
1676,1.0,6.0,8.0,6.0,0.0,0.0,0.0,23,-1,-1,-2,5,0,-1,-2,18,-1,0,0,286.0,7.0,-28.0,-175.0,-178.0,-9.0,-10.0,-3.0,0.0,0.0,2.0,-2.0,11.0,7.0,3.0,-27.0,-21.0,-16.0,1.0,4,2
1677,0.0,8.0,6.0,-6.0,0.0,0.0,0.0,-23,1,1,2,-5,0,1,2,-18,1,0,0,-286.0,-7.0,28.0,175.0,178.0,9.0,10.0,3.0,0.0,0.0,-2.0,2.0,-11.0,-7.0,-3.0,27.0,21.0,16.0,0.0,2,4
1678,1.0,8.0,21.0,5.0,2.0,3.0,1.0,29,5,9,3,20,4,6,3,9,1,3,0,176.0,71.0,26.0,324.0,116.0,-5.0,0.0,1.0,3.0,-3.0,-3.0,-4.0,40.0,17.0,4.0,-10.0,3.0,-8.0,1.0,2,0
1679,0.0,21.0,8.0,-5.0,-2.0,-3.0,-1.0,-29,-5,-9,-3,-20,-4,-6,-3,-9,-1,-3,0,-176.0,-71.0,-26.0,-324.0,-116.0,5.0,0.0,-1.0,-3.0,3.0,3.0,4.0,-40.0,-17.0,-4.0,10.0,-3.0,8.0,0.0,0,2
1680,1.0,14.0,7.0,2.0,0.0,-1.0,0.0,12,-2,-4,-1,6,0,1,2,6,-2,-5,-3,143.0,94.0,15.0,394.0,189.0,-12.0,-6.0,0.0,0.0,1.0,2.0,0.0,-1.0,-2.0,1.0,-15.0,-15.0,-10.0,1.0,4,2
1681,0.0,7.0,14.0,-2.0,0.0,1.0,0.0,-12,2,4,1,-6,0,-1,-2,-6,2,5,3,-143.0,-94.0,-15.0,-394.0,-189.0,12.0,6.0,0.0,0.0,-1.0,-2.0,0.0,1.0,2.0,-1.0,15.0,15.0,10.0,0.0,2,4
1682,1.0,13.0,28.0,3.0,1.0,0.0,1.0,14,3,1,3,11,1,1,2,3,2,0,1,54.0,78.0,-17.0,33.0,162.0,61.0,-7.0,-9.0,-1.0,-1.0,-1.0,1.0,-10.0,-3.0,4.0,6.0,5.0,6.0,0.0,0,2
1683,0.0,28.0,13.0,-3.0,-1.0,0.0,-1.0,-14,-3,-1,-3,-11,-1,-1,-2,-3,-2,0,-1,-54.0,-78.0,17.0,-33.0,-162.0,-61.0,7.0,9.0,1.0,1.0,1.0,-1.0,10.0,3.0,-4.0,-6.0,-5.0,-6.0,1.0,2,0
1684,1.0,13.0,21.0,2.0,-2.0,-2.0,-1.0,11,-4,-5,-2,6,-3,-3,-2,5,-1,-2,0,114.0,8.0,13.0,188.0,244.0,127.0,10.0,3.0,-1.0,2.0,3.0,2.0,-1.0,7.0,2.0,10.0,9.0,4.0,1.0,2,1
1685,0.0,21.0,13.0,-2.0,2.0,2.0,1.0,-11,4,5,2,-6,3,3,2,-5,1,2,0,-114.0,-8.0,-13.0,-188.0,-244.0,-127.0,-10.0,-3.0,1.0,-2.0,-3.0,-2.0,1.0,-7.0,-2.0,-10.0,-9.0,-4.0,0.0,1,2
1686,1.0,7.0,5.0,-2.0,1.0,1.0,-1.0,-5,5,3,-5,-8,4,2,-3,3,1,1,-2,-50.0,-132.0,-104.0,487.0,258.0,45.0,-8.0,-3.0,1.0,-2.0,-1.0,-2.0,-10.0,-6.0,-8.0,-7.0,-4.0,-15.0,1.0,2,0
1687,0.0,5.0,7.0,2.0,-1.0,-1.0,1.0,5,-5,-3,5,8,-4,-2,3,-3,-1,-1,2,50.0,132.0,104.0,-487.0,-258.0,-45.0,8.0,3.0,-1.0,2.0,1.0,2.0,10.0,6.0,8.0,7.0,4.0,15.0,0.0,0,2
1688,1.0,11.0,21.0,-2.0,1.0,1.0,1.0,-18,-2,2,3,2,3,2,3,-20,-5,0,0,-6.0,-76.0,-38.0,-19.0,-82.0,-24.0,0.0,-1.0,1.0,-2.0,-4.0,-2.0,6.0,5.0,5.0,-19.0,-12.0,-3.0,1.0,1,0
1689,0.0,21.0,11.0,2.0,-1.0,-1.0,-1.0,18,2,-2,-3,-2,-3,-2,-3,20,5,0,0,6.0,76.0,38.0,19.0,82.0,24.0,0.0,1.0,-1.0,2.0,4.0,2.0,-6.0,-5.0,-5.0,19.0,12.0,3.0,0.0,0,1
1690,1.0,7.0,21.0,2.0,-3.0,-1.0,0.0,-6,-13,-8,-1,7,-6,-3,0,-13,-7,-5,-1,446.0,280.0,62.0,34.0,107.0,45.0,3.0,-3.0,-6.0,-6.0,-2.0,1.0,-8.0,-3.0,-2.0,1.0,10.0,0.0,1.0,3,1
1691,0.0,21.0,7.0,-2.0,3.0,1.0,0.0,6,13,8,1,-7,6,3,0,13,7,5,1,-446.0,-280.0,-62.0,-34.0,-107.0,-45.0,-3.0,3.0,6.0,6.0,2.0,-1.0,8.0,3.0,2.0,-1.0,-10.0,0.0,0.0,1,3
1692,1.0,5.0,6.0,-11.0,-4.0,-3.0,-1.0,-45,-12,-8,-2,-18,-7,-5,-1,-27,-5,-3,-1,-541.0,-439.0,-222.0,9.0,111.0,-74.0,-1.0,1.0,3.0,-3.0,3.0,1.0,-13.0,-13.0,0.0,-5.0,-13.0,-10.0,0.0,0,1
1693,0.0,6.0,5.0,11.0,4.0,3.0,1.0,45,12,8,2,18,7,5,1,27,5,3,1,541.0,439.0,222.0,-9.0,-111.0,74.0,1.0,-1.0,-3.0,3.0,-3.0,-1.0,13.0,13.0,0.0,5.0,13.0,10.0,1.0,1,0
1694,1.0,7.0,7.0,-13.0,-2.0,0.0,0.0,-68,-17,-5,-2,-53,-13,-5,-2,-15,-4,0,0,90.0,102.0,50.0,-512.0,-369.0,-168.0,0.0,-6.0,-1.0,-4.0,-4.0,-3.0,-39.0,-21.0,-20.0,0.0,5.0,0.0,0.0,0,1
1695,0.0,7.0,7.0,13.0,2.0,0.0,0.0,68,17,5,2,53,13,5,2,15,4,0,0,-90.0,-102.0,-50.0,512.0,369.0,168.0,0.0,6.0,1.0,4.0,4.0,3.0,39.0,21.0,20.0,0.0,-5.0,0.0,1.0,1,0
1696,1.0,7.0,7.0,8.0,2.0,2.0,1.0,29,8,8,3,26,6,7,1,3,2,1,2,246.0,186.0,60.0,528.0,341.0,72.0,-7.0,-4.0,-1.0,-11.0,-6.0,-7.0,8.0,8.0,7.0,10.0,25.0,-11.0,1.0,2,1
1697,0.0,7.0,7.0,-8.0,-2.0,-2.0,-1.0,-29,-8,-8,-3,-26,-6,-7,-1,-3,-2,-1,-2,-246.0,-186.0,-60.0,-528.0,-341.0,-72.0,7.0,4.0,1.0,11.0,6.0,7.0,-8.0,-8.0,-7.0,-10.0,-25.0,11.0,0.0,1,2
1698,1.0,13.0,7.0,0.0,-1.0,0.0,0.0,3,-7,-5,-3,-7,-5,-3,-2,10,-2,-2,-1,-180.0,-68.0,21.0,-318.0,-253.0,34.0,10.0,7.0,-1.0,-2.0,0.0,4.0,-1.0,-2.0,-3.0,-22.0,-17.0,-4.0,0.0,0,1
1699,0.0,7.0,13.0,0.0,1.0,0.0,0.0,-3,7,5,3,7,5,3,2,-10,2,2,1,180.0,68.0,-21.0,318.0,253.0,-34.0,-10.0,-7.0,1.0,2.0,0.0,-4.0,1.0,2.0,3.0,22.0,17.0,4.0,1.0,1,0
1700,1.0,10.0,10.0,11.0,2.0,0.0,1.0,46,5,0,4,37,5,3,2,9,0,-3,2,255.0,40.0,36.0,677.0,368.0,70.0,1.0,0.0,-1.0,-3.0,-4.0,-1.0,28.0,11.0,7.0,27.0,13.0,14.0,1.0,5,1
1701,0.0,10.0,10.0,-11.0,-2.0,0.0,-1.0,-46,-5,0,-4,-37,-5,-3,-2,-9,0,3,-2,-255.0,-40.0,-36.0,-677.0,-368.0,-70.0,-1.0,0.0,1.0,3.0,4.0,1.0,-28.0,-11.0,-7.0,-27.0,-13.0,-14.0,0.0,1,5
1702,1.0,7.0,7.0,1.0,2.0,1.0,1.0,3,4,3,4,5,3,2,2,-2,1,1,2,475.0,322.0,110.0,-230.0,-196.0,-33.0,-9.0,-7.0,-5.0,-10.0,-7.0,-5.0,-22.0,-14.0,-7.0,-4.0,-2.0,-3.0,1.0,3,2
1703,0.0,7.0,7.0,-1.0,-2.0,-1.0,-1.0,-3,-4,-3,-4,-5,-3,-2,-2,2,-1,-1,-2,-475.0,-322.0,-110.0,230.0,196.0,33.0,9.0,7.0,5.0,10.0,7.0,5.0,22.0,14.0,7.0,4.0,2.0,3.0,0.0,2,3
1704,1.0,8.0,7.0,-3.0,0.0,-1.0,-1.0,-24,4,-2,-4,5,5,2,1,-29,-1,-4,-5,-71.0,-83.0,-118.0,-509.0,-350.0,-235.0,9.0,4.0,3.0,2.0,3.0,3.0,-24.0,-11.0,-2.0,20.0,-8.0,-5.0,0.0,0,1
1705,0.0,7.0,8.0,3.0,0.0,1.0,1.0,24,-4,2,4,-5,-5,-2,-1,29,1,4,5,71.0,83.0,118.0,509.0,350.0,235.0,-9.0,-4.0,-3.0,-2.0,-3.0,-3.0,24.0,11.0,2.0,-20.0,8.0,5.0,1.0,1,0
1706,1.0,15.0,7.0,-2.0,-1.0,0.0,1.0,-7,-10,-7,2,1,2,1,2,-8,-12,-8,0,-198.0,-28.0,-5.0,-637.0,-272.0,-180.0,19.0,12.0,3.0,-6.0,-3.0,1.0,-14.0,-5.0,-2.0,-18.0,-4.0,1.0,1.0,3,2
1707,0.0,7.0,15.0,2.0,1.0,0.0,-1.0,7,10,7,-2,-1,-2,-1,-2,8,12,8,0,198.0,28.0,5.0,637.0,272.0,180.0,-19.0,-12.0,-3.0,6.0,3.0,-1.0,14.0,5.0,2.0,18.0,4.0,-1.0,0.0,2,3
1708,1.0,7.0,6.0,-10.0,-2.0,-2.0,-1.0,-37,-7,-5,-2,-38,-8,-6,-2,1,1,1,0,-2.0,7.0,-11.0,-254.0,-111.0,56.0,-1.0,-2.0,-1.0,-7.0,-7.0,-2.0,-13.0,-7.0,-1.0,-13.0,-22.0,-9.0,0.0,0,4
1709,0.0,6.0,7.0,10.0,2.0,2.0,1.0,37,7,5,2,38,8,6,2,-1,-1,-1,0,2.0,-7.0,11.0,254.0,111.0,-56.0,1.0,2.0,1.0,7.0,7.0,2.0,13.0,7.0,1.0,13.0,22.0,9.0,1.0,4,0
1710,1.0,6.0,5.0,5.0,2.0,2.0,1.0,7,0,4,3,-4,-6,1,1,11,6,3,2,881.0,540.0,163.0,418.0,156.0,15.0,1.0,2.0,2.0,3.0,2.0,-1.0,10.0,4.0,0.0,-19.0,-19.0,-15.0,1.0,4,1
1711,0.0,5.0,6.0,-5.0,-2.0,-2.0,-1.0,-7,0,-4,-3,4,6,-1,-1,-11,-6,-3,-2,-881.0,-540.0,-163.0,-418.0,-156.0,-15.0,-1.0,-2.0,-2.0,-3.0,-2.0,1.0,-10.0,-4.0,0.0,19.0,19.0,15.0,0.0,1,4
1712,1.0,14.0,8.0,4.0,2.0,1.0,0.0,23,11,6,-2,5,6,3,-1,18,5,3,-1,385.0,266.0,114.0,-263.0,-121.0,-29.0,10.0,3.0,2.0,5.0,9.0,3.0,-13.0,-16.0,-10.0,34.0,19.0,-15.0,1.0,5,2
1713,0.0,8.0,14.0,-4.0,-2.0,-1.0,0.0,-23,-11,-6,2,-5,-6,-3,1,-18,-5,-3,1,-385.0,-266.0,-114.0,263.0,121.0,29.0,-10.0,-3.0,-2.0,-5.0,-9.0,-3.0,13.0,16.0,10.0,-34.0,-19.0,15.0,0.0,2,5
1714,1.0,8.0,7.0,1.0,-3.0,-2.0,-1.0,-11,-19,-14,-6,1,-6,-5,-1,-12,-13,-9,-5,279.0,237.0,113.0,-15.0,119.0,40.0,-1.0,-6.0,2.0,-10.0,-3.0,1.0,36.0,17.0,5.0,-6.0,-3.0,-5.0,1.0,1,0
1715,0.0,7.0,8.0,-1.0,3.0,2.0,1.0,11,19,14,6,-1,6,5,1,12,13,9,5,-279.0,-237.0,-113.0,15.0,-119.0,-40.0,1.0,6.0,-2.0,10.0,3.0,-1.0,-36.0,-17.0,-5.0,6.0,3.0,5.0,0.0,0,1
1716,1.0,14.0,14.0,-3.0,0.0,0.0,0.0,0,2,5,2,-14,2,4,2,14,0,1,0,749.0,460.0,134.0,-176.0,-101.0,82.0,-3.0,-5.0,-2.0,-1.0,-2.0,-1.0,-23.0,-8.0,-1.0,24.0,32.0,13.0,1.0,2,0
1717,0.0,14.0,14.0,3.0,0.0,0.0,0.0,0,-2,-5,-2,14,-2,-4,-2,-14,0,-1,0,-749.0,-460.0,-134.0,176.0,101.0,-82.0,3.0,5.0,2.0,1.0,2.0,1.0,23.0,8.0,1.0,-24.0,-32.0,-13.0,0.0,0,2
1718,1.0,50.0,7.0,4.0,2.0,0.0,0.0,27,10,2,0,7,5,1,-1,20,5,1,1,-632.0,-344.0,-89.0,233.0,118.0,70.0,1.0,1.0,-1.0,0.0,-1.0,0.0,34.0,20.0,5.0,39.0,41.0,-5.0,1.0,2,1
1719,0.0,7.0,50.0,-4.0,-2.0,0.0,0.0,-27,-10,-2,0,-7,-5,-1,1,-20,-5,-1,-1,632.0,344.0,89.0,-233.0,-118.0,-70.0,-1.0,-1.0,1.0,0.0,1.0,0.0,-34.0,-20.0,-5.0,-39.0,-41.0,5.0,0.0,1,2
